,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,4.85,0,0.84,0.18,Artifact,Weak,,,40,3.67,0,2.68,1.4,Compound,None,,,69,2.43,0,2.82,0.67,Compound,None,,,98,1,0,2.26,0.5,Compound,None,,
12,4.82,0,2.11,0.78,Artifact,Weak,,,41,3.66,0,2.19,0.54,Compound,None,,,70,2.4,0,3.54,1.85,Compound,None,,,99,0.99,0,2.47,0.34,Compound,None,,
13,4.79,646.6,1.8,13957.07,Solvent,None,,,42,3.64,0,3.23,0.62,Compound,None,,,71,2.38,0,3.13,0.64,Compound,None,,,100,0.96,0,5.12,1.47,Compound,None,,
14,4.72,0,2.73,0.26,Artifact,Weak,,,43,3.63,0,0.98,0.14,Compound,None,,,72,2.37,0,7.72,0.71,Compound,None,,,101,0.95,0,1.86,0.31,Compound,None,,
15,4.72,0,1.74,0.94,Artifact,Weak,,,44,3.6,0,5.03,0.34,Artifact,Weak,,,73,2.35,0,2.98,0.42,Compound,None,,,102,0.94,0,1.92,0.25,Compound,None,,
16,4.66,0,2.57,1.14,Compound,None,,,45,3.58,0,3.14,0.39,Compound,None,,,74,2.33,0,1.75,0.16,Artifact,Weak,,,103,0.93,0,2.85,0.34,Compound,None,,
17,4.64,0,2.27,1.11,Compound,None,,,46,3.57,0,0.86,0.07,Artifact,Weak,,,75,2.32,0,1.85,0.23,Compound,None,,,104,0.89,0,2.66,0.47,Compound,None,,
18,4.53,0,1.18,0.1,Artifact,Weak,,,47,3.55,0,2.08,0.22,Impurity,None,,,76,2.3,0,2.1,0.68,Compound,None,,,105,0.88,0,2.67,0.43,Compound,None,,
19,4.51,0,1.65,0.19,Compound,None,,,48,3.54,0,1.26,0.09,Impurity,Weak,,,77,2.23,0,2.66,1.21,Compound,None,,,106,0.6,0.1,6.44,4.33,Compound,None,,
20,4.28,0,2.94,0.19,Artifact,Weak,,,49,3.51,0,2.92,0.78,Compound,None,,,78,2.07,0,2.03,0.61,Compound,None,,,107,0.36,0,0.49,0.04,Artifact,Weak,,
21,4.2,0,1.39,0.19,Compound,None,,,50,3.49,0,2.78,1.68,Compound,None,,,79,2.06,0.1,40,71.87,Compound,None,,,108,0.16,0.5,2.61,16.69,CS Reference,Weak + C13_Sat,,
22,4.18,0,2.47,0.52,Compound,None,,,51,3.47,0,3.86,2.6,Compound,None,,,80,1.99,0,3.33,1.36,Compound,None,,,109,0.14,0,2.05,0.75,Artifact,Weak,,
23,4.16,0,3.59,0.48,Compound,None,,,52,3.45,0,1.87,0.38,Compound,None,,,81,1.96,0,2.46,0.9,Compound,None,,,110,0.01,100,2.11,2552.09,CS Reference,None,,
24,4.14,0,3.41,1.13,Compound,None,,,53,3.44,0,1.48,0.18,Impurity,None,,,82,1.9,0,6.88,1,Compound,None,,,111,-0.04,0,0.61,0.05,CS Reference,Weak,,
25,4.13,0,3.59,1.02,Compound,None,,,54,3.42,0,2.21,0.99,Compound,None,,,83,1.87,0,1.58,0.16,Compound,None,,,112,-0.14,0.5,2.25,13.76,CS Reference,Weak + C13_Sat,,
26,3.97,0,0.87,0.1,Compound,Weak,,,55,3.4,0,1.7,0.21,Impurity,None,,,84,1.73,0.1,7.44,9.94,Compound,None,,,113,-2.58,0,0.97,0.07,Artifact,Weak,,
27,3.95,0,3.99,1.82,Compound,None,,,56,3.39,0,1.59,0.27,Compound,None,,,85,1.57,0,17.67,2.82,Compound,None,,,,,,,,,,,
28,3.92,0,6.54,2.07,Compound,None,,,57,3.27,0,3.11,1.93,Compound,None,,,86,1.49,0,2.45,0.77,Compound,None,,,,,,,,,,,
29,3.89,0,5.6,2.1,Compound,None,,,58,3.25,0,2.29,0.84,Compound,None,,,87,1.47,0,2.91,1.13,Compound,None,,,,,,,,,,,
