ppm, BSLE010, BSLE046
323.0566,0.0158,0.1548
323.1173,-0.0081,0.1359
323.1779,-0.0387,0.1116
323.2386,-0.0528,0.096
323.2993,-0.0357,0.0998
323.3599,0.0124,0.124
323.4206,0.0774,0.1589
323.4812,0.1397,0.189
323.5419,0.1834,0.2016
323.6026,0.202,0.1932
323.6632,0.1975,0.1708
323.7239,0.1762,0.1481
323.7846,0.144,0.139
323.8452,0.1066,0.1518
323.9059,0.0711,0.1869
323.9665,0.0472,0.2369
324.0272,0.0444,0.2898
324.0879,0.0653,0.3321
324.1485,0.1012,0.3533
324.2092,0.1327,0.3487
324.2699,0.1381,0.3214
324.3305,0.1045,0.2811
324.3912,0.0349,0.241
324.4518,-0.0532,0.2122
324.5125,-0.1368,0.2003
324.5732,-0.1981,0.2037
324.6338,-0.2302,0.2164
324.6945,-0.235,0.2314
324.7552,-0.2177,0.2439
324.8158,-0.182,0.2512
324.8765,-0.1317,0.2518
324.9371,-0.0749,0.2431
324.9978,-0.027,0.2229
325.0585,-0.0066,0.1913
325.1191,-0.0261,0.1522
325.1798,-0.0831,0.1128
325.2405,-0.1591,0.0794
325.3011,-0.2292,0.0527
325.3618,-0.2763,0.0275
325.4224,-0.301,-0.0045
325.4831,-0.3193,-0.0468
325.5438,-0.35,-0.0935
325.6044,-0.4001,-0.1289
325.6651,-0.4581,-0.1349
325.7258,-0.5007,-0.1003
325.7864,-0.5076,-0.0276
325.8471,-0.4747,0.0685
325.9077,-0.4158,0.1678
325.9684,-0.354,0.2545
326.0291,-0.3065,0.322
326.0897,-0.2762,0.3718
326.1504,-0.2538,0.4072
326.2111,-0.2276,0.4286
326.2717,-0.194,0.4318
326.3324,-0.1601,0.4128
326.393,-0.1374,0.3726
326.4537,-0.1325,0.3187
326.5144,-0.1412,0.2618
326.575,-0.1516,0.2102
326.6357,-0.1516,0.1663
326.6964,-0.1365,0.1273
326.757,-0.1113,0.091
326.8177,-0.0856,0.0606
326.8783,-0.0682,0.0437
326.939,-0.0632,0.0477
326.9997,-0.0709,0.0721
327.0603,-0.0902,0.1066
327.121,-0.1191,0.1359
327.1817,-0.1532,0.1489
327.2423,-0.1831,0.1465
327.303,-0.1963,0.141
327.3636,-0.1823,0.1479
327.4243,-0.1403,0.1748
327.485,-0.0816,0.2156
327.5456,-0.0253,0.2538
327.6063,0.0115,0.2741
327.667,0.0224,0.2731
327.7276,0.0134,0.262
327.7883,-0.0038,0.2598
327.8489,-0.021,0.28
327.9096,-0.0387,0.3221
327.9703,-0.0633,0.3709
328.0309,-0.0975,0.4067
328.0916,-0.1341,0.4162
328.1523,-0.1569,0.3995
328.2129,-0.1506,0.3668
328.2736,-0.1128,0.3308
328.3342,-0.0588,0.2984
328.3949,-0.0157,0.2696
328.4556,-0.0079,0.2425
328.5162,-0.0438,0.2193
328.5769,-0.1115,0.207
328.6376,-0.1864,0.2129
328.6982,-0.2444,0.2359
328.7589,-0.2737,0.2639
328.8195,-0.2765,0.2776
328.8802,-0.2642,0.2617
328.9409,-0.2472,0.216
329.0015,-0.2303,0.1575
329.0622,-0.2117,0.1138
329.1229,-0.1883,0.1089
329.1835,-0.1594,0.1513
329.2442,-0.1283,0.2301
329.3048,-0.1007,0.3204
329.3655,-0.082,0.3947
329.4262,-0.0766,0.4337
329.4868,-0.0874,0.4318
329.5475,-0.1161,0.3961
329.6082,-0.1617,0.3421
329.6688,-0.2194,0.2876
329.7295,-0.2807,0.2474
329.7901,-0.3355,0.2292
329.8508,-0.3767,0.2308
329.9115,-0.4027,0.2402
329.9721,-0.4177,0.2387
330.0328,-0.4277,0.2092
330.0935,-0.4373,0.1441
330.1541,-0.448,0.051
330.2148,-0.4603,-0.0483
330.2754,-0.4761,-0.1261
330.3361,-0.4998,-0.1599
330.3968,-0.5349,-0.1415
330.4574,-0.5793,-0.0794
330.5181,-0.6238,0.0057
330.5788,-0.6541,0.0898
330.6394,-0.6588,0.1549
330.7001,-0.6351,0.1934
330.7607,-0.5906,0.2083
330.8214,-0.539,0.209
330.8821,-0.4928,0.2056
330.9427,-0.4581,0.2044
331.0034,-0.4348,0.2058
331.0641,-0.4204,0.2055
331.1247,-0.4134,0.1983
331.1854,-0.4127,0.1828
331.246,-0.4127,0.1634
331.3067,-0.4015,0.1492
331.3674,-0.3627,0.1488
331.428,-0.286,0.1652
331.4887,-0.1761,0.1927
331.5494,-0.0564,0.2203
331.61,0.0397,0.2383
331.6707,0.0849,0.2451
331.7313,0.0731,0.249
331.792,0.0225,0.2626
331.8527,-0.0343,0.295
331.9133,-0.0687,0.3455
331.974,-0.0707,0.4043
332.0347,-0.0518,0.4592
332.0953,-0.0337,0.5034
332.156,-0.0335,0.5372
332.2166,-0.0537,0.563
332.2773,-0.0838,0.5776
332.338,-0.1118,0.5685
332.3986,-0.1345,0.5201
332.4593,-0.1608,0.4259
332.52,-0.2039,0.2985
332.5806,-0.2693,0.1692
332.6413,-0.3475,0.0739
332.7019,-0.417,0.0329
332.7626,-0.4554,0.0388
332.8233,-0.4522,0.058
332.8839,-0.4139,0.0492
332.9446,-0.3597,-0.0146
333.0053,-0.3108,-0.1313
333.0659,-0.2807,-0.2727
333.1266,-0.2724,-0.4004
333.1872,-0.2825,-0.485
333.2479,-0.3071,-0.5163
333.3086,-0.3448,-0.5008
333.3692,-0.3946,-0.4508
333.4299,-0.4516,-0.3739
333.4906,-0.5052,-0.2706
333.5512,-0.5433,-0.1401
333.6119,-0.5593,0.0111
333.6725,-0.5576,0.1658
333.7332,-0.551,0.2999
333.7939,-0.5526,0.3914
333.8545,-0.5648,0.4302
333.9152,-0.5741,0.4217
333.9759,-0.5573,0.3839
334.0365,-0.4941,0.3411
334.0972,-0.3812,0.315
334.1578,-0.2374,0.3187
334.2185,-0.096,0.352
334.2792,0.0108,0.4016
334.3398,0.0679,0.4453
334.4005,0.0827,0.4606
334.4611,0.0782,0.4343
334.5218,0.079,0.3699
334.5825,0.0973,0.2865
334.6431,0.1287,0.2111
334.7038,0.1581,0.1658
334.7645,0.1708,0.1587
334.8251,0.1608,0.1827
334.8858,0.1312,0.2223
334.9464,0.0887,0.2633
335.0071,0.0363,0.298
335.0678,-0.0274,0.3248
335.1284,-0.1042,0.3414
335.1891,-0.1887,0.3416
335.2498,-0.2654,0.3176
335.3104,-0.3148,0.2674
335.3711,-0.3232,0.2018
335.4317,-0.2928,0.1429
335.4924,-0.2426,0.1146
335.5531,-0.1991,0.1305
335.6137,-0.1827,0.1856
335.6744,-0.1972,0.2595
335.7351,-0.2288,0.3282
335.7957,-0.2553,0.3762
335.8564,-0.2583,0.4015
335.917,-0.2313,0.4122
335.9777,-0.1802,0.4166
336.0384,-0.1164,0.4168
336.099,-0.0497,0.4099
336.1597,0.0143,0.3932
336.2204,0.0725,0.37
336.281,0.1202,0.3484
336.3417,0.1496,0.335
336.4023,0.1535,0.3281
336.463,0.13,0.3169
336.5237,0.0857,0.2882
336.5843,0.0342,0.2365
336.645,-0.0107,0.1693
336.7057,-0.0407,0.1029
336.7663,-0.0552,0.0529
336.827,-0.0587,0.0244
336.8876,-0.0571,0.01
336.9483,-0.0544,-0.0027
337.009,-0.0536,-0.0214
337.0696,-0.059,-0.0429
337.1303,-0.0759,-0.0564
337.191,-0.1078,-0.0514
337.2516,-0.1512,-0.0259
337.3123,-0.1934,0.0138
337.3729,-0.2163,0.0588
337.4336,-0.205,0.1054
337.4943,-0.1575,0.1572
337.5549,-0.0873,0.2198
337.6156,-0.0177,0.2932
337.6763,0.0292,0.3679
337.7369,0.0426,0.4296
337.7976,0.0253,0.4685
337.8582,-0.0115,0.4873
337.9189,-0.0585,0.4989
337.9796,-0.1151,0.5159
338.0402,-0.1878,0.5383
338.1009,-0.2825,0.5492
338.1616,-0.3953,0.523
338.2222,-0.5093,0.4423
338.2829,-0.5995,0.3126
338.3435,-0.6431,0.1647
338.4042,-0.6294,0.0416
338.4649,-0.5642,-0.0217
338.5255,-0.4652,-0.0146
338.5862,-0.3536,0.0457
338.6469,-0.246,0.1261
338.7075,-0.1507,0.1954
338.7682,-0.0697,0.238
338.8288,-0.0028,0.257
338.8895,0.0479,0.2663
338.9502,0.0783,0.2798
339.0108,0.0838,0.3044
339.0715,0.0636,0.3391
339.1322,0.0221,0.3799
339.1928,-0.0315,0.4228
339.2535,-0.0862,0.4642
339.3141,-0.1333,0.4974
339.3748,-0.1686,0.5112
339.4355,-0.1929,0.4929
339.4961,-0.2101,0.436
339.5568,-0.2242,0.3472
339.6175,-0.2372,0.2481
339.6781,-0.2481,0.1679
339.7388,-0.2544,0.1309
339.7994,-0.2534,0.145
339.8601,-0.2443,0.1985
339.9208,-0.2273,0.2656
339.9814,-0.203,0.3186
340.0421,-0.1707,0.3394
340.1028,-0.1289,0.3236
340.1634,-0.0766,0.2777
340.2241,-0.0152,0.2124
340.2847,0.0504,0.1376
340.3454,0.1133,0.061
340.4061,0.1667,-0.0082
340.4667,0.2067,-0.0582
340.5274,0.2327,-0.0768
340.5881,0.2459,-0.0573
340.6487,0.2473,-0.0044
340.7094,0.2366,0.0653
340.77,0.2129,0.1297
340.8307,0.177,0.1713
340.8914,0.1325,0.1846
340.952,0.0851,0.1765
341.0127,0.0403,0.159
341.0734,0.0009,0.1397
341.134,-0.0337,0.1165
341.1947,-0.0656,0.0809
341.2553,-0.0956,0.0264
341.316,-0.122,-0.0428
341.3767,-0.1418,-0.1102
341.4373,-0.1541,-0.1542
341.498,-0.1617,-0.1588
341.5587,-0.1708,-0.1222
341.6193,-0.1865,-0.0568
341.68,-0.2093,0.0178
341.7406,-0.233,0.0845
341.8013,-0.2484,0.135
341.862,-0.2484,0.1693
341.9226,-0.2326,0.191
341.9833,-0.2078,0.2025
342.044,-0.1831,0.2038
342.1046,-0.1641,0.1952
342.1653,-0.1499,0.1804
342.2259,-0.1347,0.1669
342.2866,-0.1133,0.1629
342.3473,-0.0866,0.1735
342.4079,-0.0623,0.1988
342.4686,-0.0507,0.2356
342.5293,-0.0573,0.2805
342.5899,-0.0782,0.3312
342.6506,-0.0999,0.3851
342.7112,-0.106,0.436
342.7719,-0.0855,0.4728
342.8326,-0.0391,0.4835
342.8932,0.0202,0.4625
342.9539,0.0731,0.4168
343.0146,0.1018,0.366
343.0752,0.0984,0.3341
343.1359,0.0677,0.3377
343.1965,0.025,0.3773
343.2572,-0.0102,0.4371
343.3179,-0.0222,0.494
343.3785,-0.0057,0.5292
343.4392,0.032,0.5367
343.4999,0.0741,0.523
343.5605,0.1016,0.5003
343.6212,0.1013,0.4784
343.6818,0.0722,0.4609
343.7425,0.0255,0.448
343.8032,-0.0207,0.4403
343.8638,-0.0507,0.4423
343.9245,-0.0595,0.4596
343.9852,-0.0557,0.4933
344.0458,-0.0578,0.5353
344.1065,-0.085,0.5697
344.1671,-0.1467,0.5789
344.2278,-0.2364,0.5525
344.2885,-0.3332,0.4917
344.3491,-0.4091,0.409
344.4098,-0.4406,0.3219
344.4705,-0.4184,0.2463
344.5311,-0.3508,0.192
344.5918,-0.2609,0.163
344.6524,-0.1766,0.1581
344.7131,-0.12,0.1728
344.7738,-0.099,0.1984
344.8344,-0.1061,0.2227
344.8951,-0.1245,0.2327
344.9558,-0.1376,0.2202
345.0164,-0.1382,0.188
345.0771,-0.1314,0.1505
345.1377,-0.1311,0.1288
345.1984,-0.1504,0.1395
345.2591,-0.1935,0.1844
345.3197,-0.2516,0.2478
345.3804,-0.3079,0.3025
345.4411,-0.3465,0.3242
345.5017,-0.361,0.3042
345.5624,-0.3583,0.2548
345.623,-0.3537,0.2029
345.6837,-0.3623,0.1767
345.7444,-0.3905,0.1909
345.805,-0.4332,0.2409
345.8657,-0.4777,0.3065
345.9264,-0.5114,0.3632
345.987,-0.5279,0.395
346.0477,-0.5288,0.4011
346.1083,-0.5204,0.3951
346.169,-0.5077,0.3966
346.2297,-0.4908,0.4212
346.2903,-0.4662,0.4727
346.351,-0.431,0.5413
346.4117,-0.3883,0.607
346.4723,-0.3493,0.6474
346.533,-0.3301,0.6453
346.5936,-0.3449,0.5957
346.6543,-0.3983,0.5086
346.715,-0.4818,0.4061
346.7756,-0.5747,0.3162
346.8363,-0.6518,0.2626
346.897,-0.6928,0.2571
346.9576,-0.689,0.2958
347.0183,-0.6467,0.3623
347.0789,-0.5821,0.4351
347.1396,-0.5138,0.4971
347.2003,-0.4541,0.5411
347.2609,-0.4052,0.5701
347.3216,-0.3609,0.5921
347.3823,-0.3132,0.6131
347.4429,-0.2596,0.6327
347.5036,-0.2064,0.6442
347.5642,-0.1662,0.6385
347.6249,-0.1506,0.6097
347.6856,-0.1632,0.5582
347.7462,-0.1968,0.4915
347.8069,-0.2358,0.4211
347.8676,-0.2639,0.3584
347.9282,-0.2701,0.3112
347.9889,-0.252,0.2812
348.0495,-0.2136,0.2645
348.1102,-0.1611,0.2532
348.1709,-0.0992,0.2389
348.2315,-0.0317,0.2167
348.2922,0.0363,0.1879
348.3528,0.0964,0.1599
348.4135,0.1381,0.1434
348.4742,0.1536,0.1464
348.5348,0.1429,0.1696
348.5955,0.1165,0.205
348.6562,0.0912,0.2389
348.7168,0.0835,0.2586
348.7775,0.101,0.2578
348.8381,0.1389,0.2389
348.8988,0.1833,0.2103
348.9595,0.2182,0.1802
349.0201,0.2338,0.1529
349.0808,0.2302,0.1278
349.1415,0.2153,0.1026
349.2021,0.1988,0.0777
349.2628,0.1848,0.0583
349.3234,0.1687,0.053
349.3841,0.139,0.0693
349.4448,0.0839,0.1092
349.5054,-0.0011,0.1678
349.5661,-0.1091,0.235
349.6268,-0.2221,0.2996
349.6874,-0.3179,0.353
349.7481,-0.378,0.3914
349.8087,-0.3953,0.4154
349.8694,-0.3758,0.4283
349.9301,-0.3351,0.4337
349.9907,-0.2907,0.4334
350.0514,-0.2543,0.4263
350.1121,-0.2281,0.4099
350.1727,-0.2061,0.3837
350.2334,-0.1797,0.3527
350.294,-0.1438,0.3302
350.3547,-0.1,0.3349
350.4154,-0.0566,0.3834
350.476,-0.0252,0.4799
350.5367,-0.0173,0.6098
350.5974,-0.0415,0.7422
350.658,-0.1019,0.8409
350.7187,-0.1966,0.8804
350.7793,-0.316,0.8568
350.84,-0.4418,0.7878
350.9007,-0.5498,0.7024
350.9613,-0.6169,0.6257
351.022,-0.6303,0.5687
351.0827,-0.593,0.5289
351.1433,-0.5241,0.4992
351.204,-0.4488,0.4767
351.2646,-0.3863,0.4656
351.3253,-0.3408,0.4706
351.386,-0.3017,0.4879
351.4466,-0.2536,0.5017
351.5073,-0.1898,0.4917
351.568,-0.1188,0.4462
351.6286,-0.0607,0.3735
351.6893,-0.0335,0.3009
351.7499,-0.0399,0.2605
351.8106,-0.0621,0.2707
351.8713,-0.0706,0.3246
351.9319,-0.0399,0.3943
351.9926,0.0367,0.4476
352.0533,0.1443,0.4676
352.1139,0.2555,0.4623
352.1746,0.3454,0.4576
352.2352,0.4032,0.4801
352.2959,0.432,0.5387
352.3566,0.4402,0.6181
352.4172,0.4315,0.6862
352.4779,0.4019,0.7104
352.5386,0.3457,0.6734
352.5992,0.2661,0.5795
352.6599,0.1808,0.4511
352.7205,0.1164,0.3179
352.7812,0.0939,0.2073
352.8419,0.1145,0.1363
352.9025,0.1545,0.1102
352.9632,0.1757,0.1225
353.0239,0.1449,0.1587
353.0845,0.0525,0.1997
353.1452,-0.0802,0.2286
353.2058,-0.2102,0.2354
353.2665,-0.2924,0.2213
353.3272,-0.3002,0.1962
353.3878,-0.2366,0.1741
353.4485,-0.1303,0.1657
353.5092,-0.0223,0.174
353.5698,0.0521,0.1946
353.6305,0.0754,0.2194
353.6911,0.051,0.2415
353.7518,-0.0025,0.2575
353.8125,-0.0631,0.2672
353.8731,-0.1143,0.2713
353.9338,-0.1501,0.2707
353.9945,-0.1738,0.2661
354.0551,-0.1922,0.259
354.1158,-0.21,0.2513
354.1764,-0.227,0.2425
354.2371,-0.2398,0.2287
354.2978,-0.245,0.2034
354.3584,-0.242,0.1614
354.4191,-0.2326,0.1047
354.4798,-0.2166,0.0441
354.5404,-0.1893,-0.0034
354.6011,-0.1423,-0.0227
354.6617,-0.0704,-0.0087
354.7224,0.0207,0.0313
354.7831,0.1102,0.0809
354.8437,0.1676,0.1234
354.9044,0.1664,0.1501
354.9651,0.0999,0.1623
355.0257,-0.0119,0.1678
355.0864,-0.1286,0.1738
355.147,-0.2071,0.1819
355.2077,-0.2218,0.1886
355.2684,-0.1749,0.1895
355.329,-0.0923,0.1847
355.3897,-0.0071,0.1802
355.4504,0.057,0.1851
355.511,0.094,0.2058
355.5717,0.1108,0.2412
355.6323,0.1168,0.2827
355.693,0.1144,0.3181
355.7537,0.0999,0.3381
355.8143,0.071,0.3406
355.875,0.0347,0.3316
355.9357,0.0077,0.3217
355.9963,0.0068,0.3205
356.057,0.0372,0.3318
356.1176,0.0856,0.3527
356.1783,0.1259,0.3759
356.239,0.1329,0.3936
356.2996,0.0969,0.402
356.3603,0.0284,0.4018
356.421,-0.0492,0.3956
356.4816,-0.1131,0.3843
356.5423,-0.1524,0.3637
356.6029,-0.1703,0.3269
356.6636,-0.1776,0.2682
356.7243,-0.1834,0.1896
356.7849,-0.1903,0.1028
356.8456,-0.1963,0.026
356.9063,-0.1995,-0.0244
356.9669,-0.2004,-0.0422
357.0276,-0.2005,-0.0348
357.0882,-0.198,-0.0196
357.1489,-0.1871,-0.0149
357.2096,-0.1627,-0.0301
357.2702,-0.1284,-0.062
357.3309,-0.1001,-0.0977
357.3916,-0.1014,-0.123
357.4522,-0.1505,-0.129
357.5129,-0.2471,-0.1158
357.5735,-0.3678,-0.0895
357.6342,-0.4752,-0.0572
357.6949,-0.5351,-0.023
357.7555,-0.5314,0.0133
357.8162,-0.4714,0.0539
357.8769,-0.3771,0.1009
357.9375,-0.2717,0.1539
357.9982,-0.1695,0.2106
358.0588,-0.0764,0.2658
358.1195,0.0032,0.3129
358.1802,0.0593,0.344
358.2408,0.0778,0.353
358.3015,0.0498,0.3383
358.3622,-0.0176,0.3059
358.4228,-0.0993,0.268
358.4835,-0.1619,0.2392
358.5441,-0.1806,0.2291
358.6048,-0.1534,0.2389
358.6655,-0.1018,0.261
358.7261,-0.0584,0.285
358.7868,-0.0487,0.3037
358.8475,-0.0781,0.316
358.9081,-0.1322,0.3249
358.9688,-0.1878,0.3323
359.0294,-0.2271,0.3346
359.0901,-0.2448,0.3245
359.1508,-0.2461,0.2958
359.2114,-0.2383,0.2489
359.2721,-0.2238,0.192
359.3328,-0.1999,0.1366
359.3934,-0.164,0.0903
359.4541,-0.1197,0.0532
359.5147,-0.077,0.019
359.5754,-0.0471,-0.0188
359.6361,-0.0352,-0.0607
359.6967,-0.037,-0.1012
359.7574,-0.0428,-0.1319
359.8181,-0.045,-0.148
359.8787,-0.0446,-0.15
359.9394,-0.0515,-0.1419
360,-0.0779,-0.1256
360.0607,-0.1297,-0.0995
360.1214,-0.202,-0.0603
360.182,-0.2807,-0.0093
360.2427,-0.3487,0.0445
360.3034,-0.3929,0.0881
360.364,-0.407,0.1122
360.4247,-0.3901,0.1202
360.4853,-0.3446,0.1277
360.546,-0.2753,0.1541
360.6067,-0.1906,0.2086
360.6673,-0.1038,0.2814
360.728,-0.0313,0.3462
360.7887,0.0135,0.374
360.8493,0.0267,0.35
360.91,0.0175,0.2829
360.9706,0.0043,0.2009
361.0313,0.0066,0.1368
361.092,0.0349,0.1112
361.1526,0.086,0.1241
361.2133,0.1452,0.1578
361.274,0.1929,0.189
361.3346,0.2126,0.2017
361.3953,0.1956,0.1938
361.4559,0.1408,0.1752
361.5166,0.0545,0.1613
361.5773,-0.0519,0.1655
361.6379,-0.1622,0.195
361.6986,-0.2567,0.2502
361.7593,-0.3179,0.326
361.8199,-0.3367,0.4125
361.8806,-0.3188,0.497
361.9412,-0.2843,0.5662
362.0019,-0.2606,0.6095
362.0626,-0.2698,0.6228
362.1232,-0.3182,0.6093
362.1839,-0.3938,0.5782
362.2445,-0.4729,0.5399
362.3052,-0.5323,0.5013
362.3659,-0.5607,0.4642
362.4265,-0.5611,0.4269
362.4872,-0.5462,0.3882
362.5479,-0.5284,0.3508
362.6085,-0.5121,0.3218
362.6692,-0.4922,0.3091
362.7298,-0.4587,0.3169
362.7905,-0.4032,0.3414
362.8512,-0.3247,0.3701
362.9118,-0.23,0.3867
362.9725,-0.1326,0.3772
363.0332,-0.0477,0.3369
363.0938,0.0109,0.2734
363.1545,0.0347,0.2034
363.2151,0.0226,0.1454
363.2758,-0.0174,0.1117
363.3365,-0.07,0.1032
363.3971,-0.1184,0.1106
363.4578,-0.1508,0.1215
363.5185,-0.1661,0.1275
363.5791,-0.1738,0.1289
363.6398,-0.1875,0.1326
363.7004,-0.2154,0.1459
363.7611,-0.2545,0.1709
363.8218,-0.2912,0.2037
363.8824,-0.3102,0.2384
363.9431,-0.3046,0.2727
364.0038,-0.2813,0.3101
364.0644,-0.2572,0.3563
364.1251,-0.2485,0.4123
364.1857,-0.2606,0.4699
364.2464,-0.2847,0.5143
364.3071,-0.304,0.5325
364.3677,-0.3046,0.5229
364.4284,-0.2845,0.4973
364.4891,-0.254,0.4743
364.5497,-0.2277,0.4674
364.6104,-0.215,0.4759
364.671,-0.2146,0.4869
364.7317,-0.2166,0.4846
364.7924,-0.2111,0.4636
364.853,-0.1955,0.4328
364.9137,-0.1765,0.4097
364.9744,-0.1648,0.4059
365.035,-0.1671,0.4177
365.0957,-0.1809,0.4259
365.1563,-0.1958,0.4077
365.217,-0.2001,0.3516
365.2777,-0.1883,0.2652
365.3383,-0.1652,0.1707
365.399,-0.1439,0.0917
365.4597,-0.1392,0.041
365.5203,-0.161,0.0175
365.581,-0.2101,0.0124
365.6416,-0.2782,0.0192
365.7023,-0.3511,0.039
365.763,-0.4134,0.0767
365.8236,-0.4534,0.1323
365.8843,-0.4654,0.1957
365.945,-0.4515,0.2504
366.0056,-0.4198,0.2837
366.0663,-0.3815,0.2962
366.1269,-0.3468,0.3029
366.1876,-0.3225,0.3227
366.2483,-0.3099,0.3654
366.3089,-0.3063,0.4226
366.3696,-0.3064,0.4723
366.4303,-0.3036,0.4914
366.4909,-0.2908,0.4701
366.5516,-0.2611,0.4169
366.6122,-0.2099,0.3525
366.6729,-0.1375,0.2966
366.7336,-0.052,0.2573
366.7942,0.0317,0.2297
366.8549,0.0974,0.2035
366.9156,0.1345,0.1722
366.9762,0.144,0.1382
367.0369,0.1381,0.11
367.0975,0.1338,0.0947
367.1582,0.1428,0.0927
367.2189,0.1653,0.0979
367.2795,0.1907,0.1031
367.3402,0.2042,0.1056
367.4009,0.1969,0.1091
367.4615,0.17,0.12
367.5222,0.1326,0.1425
367.5828,0.0939,0.1756
367.6435,0.0561,0.2148
367.7042,0.013,0.2557
367.7648,-0.0446,0.2969
367.8255,-0.1207,0.3388
367.8862,-0.209,0.3798
367.9468,-0.2944,0.4133
368.0075,-0.3603,0.4299
368.0681,-0.3969,0.4229
368.1288,-0.4052,0.3947
368.1895,-0.3955,0.3583
368.2501,-0.3809,0.3325
368.3108,-0.3717,0.3328
368.3715,-0.3716,0.3628
368.4321,-0.3791,0.4128
368.4928,-0.3898,0.4647
368.5534,-0.3995,0.502
368.6141,-0.4057,0.5167
368.6748,-0.4076,0.5122
368.7354,-0.4058,0.4986
368.7961,-0.4018,0.4868
368.8568,-0.397,0.4836
368.9174,-0.3913,0.4904
368.9781,-0.3824,0.5051
369.0387,-0.3667,0.5235
369.0994,-0.3414,0.5393
369.1601,-0.3072,0.5432
369.2207,-0.2694,0.5231
369.2814,-0.2362,0.4685
369.3421,-0.2146,0.3764
369.4027,-0.2069,0.2573
369.4634,-0.2097,0.1345
369.524,-0.2165,0.0373
369.5847,-0.2212,-0.012
369.6454,-0.2209,-0.0081
369.706,-0.2152,0.0336
369.7667,-0.2036,0.0844
369.8274,-0.1845,0.1156
369.888,-0.1571,0.1118
369.9487,-0.1246,0.0771
370.0093,-0.0965,0.0305
370.07,-0.0857,-0.0048
370.1307,-0.1016,-0.0135
370.1913,-0.1431,0.0065
370.252,-0.196,0.0456
370.3127,-0.239,0.0894
370.3733,-0.2542,0.1266
370.434,-0.2361,0.152
370.4946,-0.1941,0.1648
370.5553,-0.1456,0.1657
370.616,-0.1064,0.154
370.6766,-0.0831,0.1295
370.7373,-0.073,0.0956
370.798,-0.0689,0.0618
370.8586,-0.0657,0.0424
370.9193,-0.0614,0.0514
370.9799,-0.0551,0.0949
371.0406,-0.0429,0.1672
371.1013,-0.0192,0.2508
371.1619,0.0187,0.3229
371.2226,0.0646,0.3649
371.2833,0.1021,0.3703
371.3439,0.112,0.347
371.4046,0.084,0.3143
371.4652,0.0249,0.2931
371.5259,-0.0423,0.297
371.5866,-0.0892,0.3265
371.6472,-0.0972,0.3691
371.7079,-0.0656,0.4072
371.7686,-0.0104,0.427
371.8292,0.047,0.4252
371.8899,0.0918,0.409
371.9505,0.1213,0.3909
372.0112,0.1406,0.3791
372.0719,0.1543,0.3731
372.1325,0.1606,0.3639
372.1932,0.1529,0.3412
372.2539,0.1269,0.3014
372.3145,0.0874,0.2515
372.3752,0.048,0.2067
372.4358,0.0235,0.1825
372.4965,0.0202,0.1876
372.5572,0.0302,0.2203
372.6178,0.0351,0.2714
372.6785,0.017,0.3301
372.7392,-0.0311,0.3882
372.7998,-0.0999,0.441
372.8605,-0.1689,0.4848
372.9211,-0.2167,0.5152
372.9818,-0.2322,0.5276
373.0425,-0.219,0.5199
373.1031,-0.1927,0.4956
373.1638,-0.1724,0.4628
373.2245,-0.1711,0.4299
373.2851,-0.1907,0.4014
373.3458,-0.2221,0.3765
373.4064,-0.2512,0.352
373.4671,-0.2672,0.327
373.5278,-0.2691,0.3054
373.5884,-0.2668,0.2922
373.6491,-0.2761,0.2871
373.7098,-0.3087,0.2809
373.7704,-0.364,0.2576
373.8311,-0.4261,0.2042
373.8917,-0.47,0.1208
373.9524,-0.4739,0.0245
374.0131,-0.4308,-0.0576
374.0737,-0.3523,-0.1022
374.1344,-0.2624,-0.1024
374.1951,-0.1843,-0.071
374.2557,-0.1296,-0.0322
374.3164,-0.0949,-0.0077
374.377,-0.0692,-0.006
374.4377,-0.0451,-0.0209
374.4984,-0.0261,-0.0386
374.559,-0.0243,-0.0484
374.6197,-0.0511,-0.0473
374.6804,-0.1068,-0.0389
374.741,-0.1787,-0.0272
374.8017,-0.2476,-0.0126
374.8623,-0.2988,0.0085
374.923,-0.3303,0.0393
374.9837,-0.3505,0.0792
375.0443,-0.3694,0.1245
375.105,-0.389,0.1712
375.1657,-0.4013,0.2177
375.2263,-0.3937,0.2644
375.287,-0.3602,0.3089
375.3476,-0.307,0.3438
375.4083,-0.2498,0.3583
375.469,-0.2048,0.3457
375.5296,-0.1783,0.3106
375.5903,-0.1644,0.2703
375.651,-0.1512,0.2477
375.7116,-0.1303,0.2589
375.7723,-0.1048,0.3037
375.8329,-0.0883,0.3662
375.8936,-0.0967,0.4244
375.9543,-0.1395,0.4627
376.0149,-0.2143,0.479
376.0756,-0.3078,0.482
376.1363,-0.4019,0.481
376.1969,-0.4784,0.4778
376.2576,-0.5226,0.4651
376.3182,-0.5244,0.4348
376.3789,-0.4795,0.3862
376.4396,-0.3916,0.3302
376.5002,-0.2752,0.2835
376.5609,-0.1533,0.2578
376.6215,-0.0524,0.2519
376.6822,0.0071,0.2523
376.7429,0.0181,0.2419
376.8035,-0.0117,0.2111
376.8642,-0.0642,0.1619
376.9249,-0.1199,0.1058
376.9855,-0.1647,0.0544
377.0462,-0.1928,0.0138
377.1068,-0.2053,-0.0161
377.1675,-0.2063,-0.0362
377.2282,-0.2005,-0.0428
377.2888,-0.1926,-0.028
377.3495,-0.1862,0.015
377.4102,-0.1843,0.0849
