,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
13,6.52,0.1,2.57,2.92,Compound,None,,,38,3.22,0,0.48,0.03,Artifact,Weak,,,63,2.32,0.1,2.05,3.06,Solvent,Weak + C13_Sat,,,88,1.46,0,2.62,0.52,Compound,None,,,113,0.87,0,7,4.11,Compound,None,,
14,5.61,0,0.53,0.03,Artifact,Weak,,,39,3.21,0,2.47,0.69,Artifact,Weak,,,64,2.3,0,3.2,0.72,Compound,None,,,89,1.44,0,0.41,0.02,Artifact,Weak,,,114,0.86,0.1,2.16,1.58,Compound,None,,
15,5.26,0,7.76,1.97,Compound,None,,,40,3.2,0,1.82,0.28,Artifact,Weak,,,65,2.28,0.1,6.39,4.52,Compound,None,,,90,1.42,0.1,6.58,7.31,Compound,None,,,115,0.85,0,3.16,1.34,Compound,None,,
16,5.09,0,37.25,5.56,Compound,None,,,41,3.2,0,2.74,0.34,Artifact,Weak,,,66,2.27,0,4.18,1.29,Compound,None,,,91,1.4,0,3.12,0.39,Compound,None,,,116,0.84,0,4.03,2.24,Compound,None,,
17,4.41,0,6.22,0.89,Compound,None,,,42,3.19,0,1.86,0.28,Artifact,Weak,,,67,2.23,0,2.89,1.22,Compound,None,,,92,1.38,0.2,4.35,9.41,Compound,None,,,117,0.83,0,4.26,0.92,Compound,None,,
18,4.4,0,6.62,1.14,Compound,None,,,43,3.16,0,69.17,17.1,Artifact,Weak,,,68,2.21,0.1,2.57,2.49,Compound,None,,,93,1.32,0,3.9,1.44,Compound,None,,,118,0.82,0,40.87,9.45,Compound,None,,
19,3.74,0,5.65,1.97,Compound,None,,,44,2.78,0,14.97,1.78,Compound,None,,,69,2.19,0,2.45,1.2,Compound,None,,,94,1.3,0,3.98,0.93,Compound,None,,,119,0.81,0,6.07,1.34,Compound,None,,
20,3.72,0,4.64,1.66,Compound,None,,,45,2.77,0,7.73,2.1,Compound,None,,,70,2.18,0,2.63,0.32,Impurity,None,,,95,1.28,0,1.75,0.41,Compound,None,,,120,0.07,0,2.5,1.04,Compound,None,,
21,3.66,0,3.39,0.56,Compound,None,,,46,2.76,0,7.94,0.93,Compound,None,,,71,2.18,0,3.02,0.53,Compound,None,,,96,1.27,0.1,10.13,6.61,Compound,None,,,121,-3.03,0,0.85,0.06,Artifact,Weak,,
22,3.65,0,6.09,0.95,Compound,None,,,47,2.73,0,5.11,2.98,Compound,None,,,72,2.16,0,1.59,0.18,Impurity,Weak,,,97,1.25,0.4,6.52,32.56,Compound,None,,,,,,,,,,,
23,3.64,0,1.86,0.22,Compound,None,,,48,2.72,0,4.18,1.83,Compound,None,,,73,2.15,0,0.76,0.06,Artifact,Weak,,,98,1.23,0.1,3.71,5.02,Compound,None,,,,,,,,,,,
24,3.57,0,1.62,0.94,Artifact,Weak,,,49,2.68,0.1,1.47,1.3,Solvent,Weak + C13_Sat,,,74,2.14,0,7.12,1.15,Compound,None,,,99,1.18,0,2.11,0.4,Compound,None,,,,,,,,,,,
25,3.57,0,0.99,0.08,Artifact,Weak,,,50,2.67,0.2,2.1,6.01,Solvent,Weak + C13_Sat,,,75,2.08,0,1.77,0.25,Impurity,None,,,100,1.14,0,4.23,2.55,Compound,None,,,,,,,,,,,
